16,1,1,0,1
19,1,1,0,1
20,1,1,0,1
15,1,1,0,1
22,1,1,0,1
16,1,1,0,1
21,1,1,0,1
18,1,1,0,1
15,1,1,0,1
18,1,1,0,1
17,1,1,0,1
21,1,1,0,1
22,1,1,0,1
15,1,1,0,1
18,1,1,0,1
17,1,1,0,1
20,1,1,0,1
22,1,1,0,1
16,1,1,0,1
16,1,1,0,1
20,1,1,0,1
20,1,1,0,1
19,1,1,0,1
20,1,1,0,1
20,1,1,0,1
19,1,1,0,1
19,1,1,0,1
19,1,1,0,1
15,1,1,0,1
19,1,1,0,1
19,1,1,0,1
15,1,1,0,1
19,1,1,0,1
19,1,1,0,1
15,1,1,0,1
19,1,1,0,1
19,1,1,0,1
16,1,1,0,1
21,1,1,0,1
21,1,1,0,1
21,1,1,0,1
18,1,1,0,1
19,1,1,0,1
17,1,1,0,1
19,1,1,0,1
20,1,1,0,1
17,1,1,0,1
16,1,1,0,1
18,1,1,0,1
20,1,1,0,1
20,1,2,0,1
20,1,2,0,1
17,1,2,0,1
19,1,2,0,1
17,1,2,0,1
16,1,2,0,1
20,1,2,0,1
22,1,2,0,1
19,1,2,0,1
17,1,2,0,1
20,1,2,0,1
18,1,2,0,1
19,1,2,0,1
19,1,2,0,1
19,1,2,0,1
17,1,2,0,1
18,1,2,0,1
18,1,2,0,1
16,1,2,0,1
17,1,2,0,1
22,1,2,0,1
20,1,2,0,1
16,1,2,0,1
15,1,2,0,1
21,1,2,0,1
19,1,2,0,1
18,1,2,0,1
15,1,2,0,1
17,1,2,0,1
20,1,2,0,1
17,1,2,0,1
17,1,2,0,1
18,1,2,0,1
16,1,2,0,1
20,1,2,0,1
18,1,2,0,1
16,1,2,0,1
15,1,2,0,1
19,1,2,0,1
17,1,2,0,1
22,1,2,0,1
17,1,2,0,1
18,1,2,0,1
19,1,2,0,1
17,1,2,0,1
16,1,2,0,1
21,1,2,0,1
22,1,2,0,1
22,1,2,0,1
21,1,2,0,1
21,1,3,0,1
21,1,3,0,1
16,1,3,0,1
19,1,3,0,1
18,1,3,0,1
18,1,3,0,1
16,1,3,0,1
16,1,3,0,1
